chrom	length	bases	mean	min	max
TE_00004360#MITE/DTT	210	8696	41.41	4	121
TE_00004361_INT#LTR/Copia	353	2427	6.88	0	14
TE_00004362_INT#LTR/unknown	4882	4095480	838.89	2	12366
TE_00004363_INT#LTR/unknown	181	136286	752.96	0	1324
TE_00004364_INT#LTR/Gypsy	177	38522	217.64	2	444
TE_00004365#MITE/DTT	163	1716	10.53	1	36
TE_00004366#DNA/DTM	1308	9988	7.64	0	19
TE_00004367#MITE/DTH	200	49334	246.67	158	283
TE_00004368_INT#LTR/unknown	7608	771747	101.44	0	1322
TE_00004369#DNA/DTA	1153	24709	21.43	4	55
TE_00004370_INT#LTR/unknown	165	13943	84.50	0	203
TE_00004371#DNA/DTM	1296	133683	103.15	2	825
TE_00004372_LTR#LTR/Gypsy	828	17669605	21340.10	170	74089
TE_00004373_INT#LTR/Gypsy	7407	28554590	3855.08	22	21696
TE_00004374_INT#LTR/Gypsy	6356	3547405	558.12	1	2169
TE_00004375_INT#LTR/Copia	669	2167732	3240.26	0	13475
TE_00004376#DNA/Helitron	5151	129734	25.19	0	177
TE_00004377_LTR#LTR/Gypsy	341	96796	283.86	115	416
TE_00004378_LTR#LTR/Gypsy	613	6790768	11077.92	0	21294
TE_00004379#MITE/DTT	99	4645	46.92	0	94
TE_00004380_LTR#LTR/Copia	381	25638	67.29	19	85
TE_00004381_INT#LTR/Gypsy	3543	232337	65.58	4	321
TE_00004382_LTR#LTR/Copia	140	23453	167.52	3	225
TE_00004383_INT#LTR/unknown	169	2141	12.67	0	22
TE_00004384#DNA/Helitron	6370	120245	18.88	0	89
TE_00004385#DNA/DTC	1056	147588	139.76	0	650
TE_00004386_LTR#LTR/Gypsy	1152	3969281	3445.56	78	11458
TE_00004387#DNA/DTC	121	18858	155.85	0	310
TE_00004388#DNA/DTT	989	64914	65.64	0	245
TE_00004389_INT#LTR/Gypsy	6211	31496580	5071.10	0	14963
TE_00004390_INT#LTR/Gypsy	272	176760	649.85	8	1031
TE_00004391#MITE/DTH	154	2505	16.27	0	39
TE_00004392_INT#LTR/Gypsy	628	573666	913.48	0	2415
TE_00004393_INT#LTR/Gypsy	602	3473944	5770.67	0	17522
TE_00004394_INT#LTR/Gypsy	4300	2503586	582.23	2	1260
TE_00004395_INT#LTR/Gypsy	5254	3854705	733.67	0	14576
TE_00004396#DNA/DTA	1256	16064	12.79	1	61
TE_00004397_INT#LTR/Gypsy	4394	94496	21.51	6	76
TE_00004398#DNA/Helitron	1294	4633	3.58	0	30
TE_00004399#MITE/DTH	283	105461	372.65	108	440
TE_00004400#DNA/DTH	84	168	2.00	0	4
TE_00004401#MITE/DTM	276	1274	4.62	2	11
TE_00004402_INT#LTR/Copia	118	1114	9.44	0	21
TE_00004403_INT#LTR/unknown	4077	152396	37.38	0	370
TE_00004404#MITE/DTM	154	791	5.14	0	12
TE_00004405_INT#LTR/Gypsy	6223	7844342	1260.54	0	4369
TE_00004406#DNA/DTC	3983	560669	140.77	0	573
TE_00004407#DNA/Helitron	676	42649	63.09	0	239
TE_00004408_INT#LTR/Gypsy	5367	1095045	204.03	29	385
TE_00004409#DNA/DTH	933	40888	43.82	1	210
TE_00004410_LTR#LTR/Copia	1505	617180	410.09	64	1538
TE_00004411_INT#LTR/Copia	121	64085	529.63	1	724
TE_00004412_LTR#LTR/Copia	212	15760	74.34	22	174
TE_00004413_INT#LTR/Copia	142	41075	289.26	0	674
TE_00004414#DNA/DTH	1599	55685	34.82	0	105
TE_00004415_LTR#LTR/unknown	3857	1575727	408.54	1	2291
TE_00004416#DNA/DTC	4043	150801	37.30	2	152
TE_00004417#DNA/DTT	2510	2022211	805.66	0	7648
TE_00004418#MITE/DTM	219	805874	3679.79	1	6277
TE_00004419_INT#LTR/Copia	4561	96779	21.22	3	67
TE_00004420#MITE/DTT	188	3402	18.10	1	64
TE_00004421#DNA/DTC	3811	440799	115.66	0	938
TE_00004422_INT#LTR/unknown	190	665949	3504.99	34	7378
TE_00004423_INT#LTR/Copia	4886	1053870	215.69	9	471
TE_00004424#DNA/Helitron	14691	3395035	231.10	0	2406
TE_00004425_INT#LTR/Copia	315	7619494	24188.87	0	70478
TE_00004426_LTR#LTR/Gypsy	646	18086237	27997.27	6066	33758
TE_00004427_LTR#LTR/unknown	999	769201	769.97	172	921
TE_00004428_INT#LTR/Gypsy	1697	4122901	2429.52	0	18991
TE_00004429_INT#LTR/Copia	3935	7084285	1800.33	0	3226
TE_00004430_INT#LTR/unknown	4705	927945	197.23	4	1220
TE_00004431_INT#LTR/unknown	1658	856794	516.76	1	1292
TE_00004432_INT#LTR/unknown	5437	569072	104.67	0	613
TE_00004433#MITE/DTH	245	2693	10.99	0	22
TE_00004434#MITE/DTM	559	120941	216.35	13	510
TE_00004435#MITE/DTT	413	26561	64.31	1	291
TE_00004436#DNA/DTM	905	21839	24.13	11	49
TE_00004437_LTR#LTR/Gypsy	1042	4221813	4051.64	0	14046
TE_00004438#MITE/DTT	278	10365	37.28	1	192
TE_00004439#DNA/DTT	730	2647	3.63	0	19
TE_00004440_INT#LTR/unknown	315	3731329	11845.49	401	31892
TE_00004441_INT#LTR/Gypsy	165	5007	30.35	0	56
TE_00004442#DNA/DTC	3932	76960	19.57	1	93
TE_00004443#DNA/DTM	2808	16403	5.84	0	124
TE_00004444_LTR#LTR/Gypsy	323	70049	216.87	13	332
TE_00004445#DNA/Helitron	4475	53753	12.01	0	328
TE_00004446_INT#LTR/unknown	623	1290864	2072.01	0	4049
TE_00004447_INT#LTR/Gypsy	139	30067	216.31	0	714
TE_00004448_INT#LTR/Gypsy	818	4753757	5811.44	0	17797
TE_00004449#DNA/DTM	1514	8052	5.32	0	15
TE_00004450_INT#LTR/Gypsy	9654	16104134	1668.13	5	7511
TE_00004451#DNA/DTC	2270	31119131	13708.87	538	31938
TE_00004452#DNA/DTM	1957	71256	36.41	0	284
TE_00004453#DNA/DTC	2864	386656	135.01	4	378
TE_00004454_INT#LTR/Copia	4556	481116	105.60	5	245
TE_00004455_INT#LTR/Gypsy	3230	8416185	2605.63	0	11767
TE_00004456_INT#LTR/Gypsy	249	22691	91.13	0	703
TE_00004457_LTR#LTR/unknown	1080	828142	766.80	46	1852
TE_00004458_INT#LTR/Gypsy	6386	2100132	328.87	0	1582
TE_00004459_LTR#LTR/Gypsy	4116	11401582	2770.06	3	9990
TE_00004460#MITE/DTM	211	24622	116.69	14	247
TE_00004461#MITE/DTT	253	204290	807.47	17	3156
TE_00004462_INT#LTR/Copia	4235	7071083	1669.68	0	4584
TE_00004463#MITE/DTH	386	8757	22.69	9	59
TE_00004464#MITE/DTC	348	13860	39.83	2	86
TE_00004465#MITE/DTH	330	138972	421.13	123	567
TE_00004466#MITE/DTM	182	2465	13.54	4	26
TE_00004467#DNA/DTT	1876	39827	21.23	0	346
TE_00004468_LTR#LTR/unknown	2948	8731249	2961.75	49	16099
TE_00004469#MITE/DTA	167	16586	99.32	53	178
TE_00004470#MITE/DTA	80	4267	53.34	29	70
TE_00004471_INT#LTR/Gypsy	1234	19458	15.77	1	112
TE_00004472#DNA/DTH	1449	334534	230.87	3	2089
TE_00004473#MITE/DTT	136	33232	244.35	5	553
TE_00004474_INT#LTR/Gypsy	2625	14073751	5361.43	42	11600
TE_00004475#DNA/Helitron	1490	38164	25.61	0	65
TE_00004476_INT#LTR/unknown	785	111267	141.74	0	446
TE_00004477_INT#LTR/Gypsy	235	13340	56.77	3	233
TE_00004478#DNA/DTC	1581	95178	60.20	6	235
TE_00004479#DNA/DTT	2044	31920	15.62	0	170
TE_00004480#DNA/Helitron	7232	144466	19.98	0	380
TE_00004481#DNA/DTA	1749	132296	75.64	0	443
TE_00004482#MITE/DTT	419	89936	214.64	36	467
TE_00004483_INT#LTR/unknown	3436	14310514	4164.88	66	14910
TE_00004484#DNA/DTA	1483	5175306	3489.75	0	21652
TE_00004485_INT#LTR/Copia	258	526940	2042.40	0	11217
TE_00004486#DNA/DTT	740	2170218	2932.73	101	4656
TE_00004487_INT#LTR/Copia	5044	532017	105.48	0	444
TE_00004488#DNA/Helitron	476	3933	8.26	0	93
TE_00004489#DNA/DTM	4783	281596	58.87	5	224
TE_00004490#DNA/DTC	3605	1030980	285.99	1	1525
TE_00004491_INT#LTR/Gypsy	167	3315	19.85	0	44
TE_00004492_INT#LTR/Gypsy	569	3738480	6570.26	0	12670
TE_00004493_LTR#LTR/Copia	275	7811	28.40	2	47
TE_00004494#DNA/DTM	1568	61387	39.15	9	78
TE_00004495_LTR#LTR/Gypsy	4086	3449141	844.14	34	3297
TE_00004496#DNA/DTM	2658	640523	240.98	0	1650
TE_00004497#MITE/DTT	281	2881	10.25	2	32
TE_00004498_INT#LTR/Gypsy	569	4132968	7263.56	0	22611
TE_00004499_INT#LTR/Gypsy	1819	243020	133.60	0	1020
TE_00004500#DNA/DTT	981	827272	843.29	0	4358
TE_00004501#DNA/DTH	2584	2371725	917.85	205	1510
TE_00004502_LTR#LTR/Copia	1801	37761955	20967.22	757	47832
TE_00004503#MITE/DTA	522	12563	24.07	4	75
TE_00004504_LTR#LTR/Copia	271	46163	170.34	43	212
TE_00004505#MITE/DTM	351	1620	4.62	0	10
TE_00004506#DNA/DTC	161	316	1.96	0	8
TE_00004507_INT#LTR/Copia	2156	34496	16.00	0	35
TE_00004508#DNA/DTT	3106	45114	14.52	0	115
TE_00004509_LTR#LTR/Gypsy	3178	2190238	689.19	55	2918
TE_00004510#DNA/DTA	577	43558	75.49	0	136
TE_00004511#MITE/DTT	166	166	1.00	0	8
TE_00004512#MITE/DTA	156	3149	20.19	13	25
TE_00004513#MITE/DTH	215	2264	10.53	5	13
TE_00004514_INT#LTR/Gypsy	7009	5938441	847.26	15	4409
TE_00004515#MITE/DTT	250	15022	60.09	3	265
TE_00004516_INT#LTR/Gypsy	105	3034	28.90	0	56
TE_00004517#DNA/DTC	1402	125117	89.24	0	273
TE_00004518_INT#LTR/Gypsy	301	9638	32.02	0	131
TE_00004519#DNA/DTT	2423	17482	7.22	0	132
TE_00004520_INT#LTR/unknown	5299	308250	58.17	6	228
TE_00004521#MITE/DTM	163	8844	54.26	2	90
TE_00004522_INT#LTR/Copia	181	36904	203.89	0	367
TE_00004523#DNA/DTT	1685	737311	437.57	3	1328
TE_00004524_INT#LTR/unknown	4677	1086422	232.29	0	1260
TE_00004525#MITE/DTA	579	52624	90.89	35	127
TE_00004526#DNA/DTH	1668	421108	252.46	7	1029
TE_00004527#DNA/DTA	946	31005	32.77	1	148
TE_00004528_INT#LTR/Copia	8007	27858036	3479.21	0	11636
TE_00004529_INT#LTR/Gypsy	355	117907	332.13	0	546
TE_00004530_INT#LTR/Gypsy	6303	7506220	1190.90	0	3601
TE_00004531#DNA/Helitron	5525	260840	47.21	0	985
TE_00004532_LTR#LTR/Copia	451	23179	51.39	7	103
TE_00004533_INT#LTR/unknown	1945	3029340	1557.50	0	5386
TE_00004534#MITE/DTT	285	4155	14.58	0	61
TE_00004535#DNA/DTC	3330	501767	150.68	0	2290
TE_00004536#DNA/DTH	707	80321	113.61	0	322
TE_00004537#MITE/DTM	377	27464	72.85	31	106
TE_00004538_INT#LTR/Gypsy	1169	213931	183.00	0	722
TE_00004539_INT#LTR/Gypsy	5040	2507134	497.45	2	2621
TE_00004540#MITE/DTT	122	1575	12.91	1	24
TE_00004541_INT#LTR/unknown	2453	972561	396.48	30	1352
TE_00004542#DNA/DTC	4019	551376	137.19	0	744
TE_00004543_INT#LTR/Copia	103	29171	283.21	0	594
TE_00004544_INT#LTR/unknown	3434	12927805	3764.65	0	9609
TE_00004545#DNA/DTT	887	3624889	4086.68	429	11216
TE_00004546_INT#LTR/Gypsy	4436	71026	16.01	0	62
TE_00004547#MITE/DTM	384	181653	473.05	153	874
TE_00004548#DNA/Helitron	1167	488412	418.52	1	2594
TE_00004549_INT#LTR/unknown	197	213231	1082.39	0	2472
TE_00004550_LTR#LTR/unknown	3637	3298230	906.85	20	3152
TE_00004551#DNA/DTM	1155	71141	61.59	8	183
TE_00004552#MITE/DTA	165	2628	15.93	2	27
TE_00004553#DNA/DTC	110	86	0.78	0	2
TE_00004554_INT#LTR/unknown	236	1189702	5041.11	1	8301
TE_00004555_INT#LTR/Gypsy	4235	4280724	1010.80	0	4865
TE_00004556_LTR#LTR/unknown	4836	1300585	268.94	3	767
TE_00004557#DNA/DTC	2988	156050	52.23	0	495
TE_00004558_INT#LTR/unknown	5524	210280	38.07	1	193
TE_00004559_INT#LTR/unknown	96	2863	29.82	0	58
TE_00004560#DNA/DTT	3377	363270	107.57	0	887
TE_00004561_INT#LTR/Gypsy	183	57746	315.55	4	406
TE_00004562#DNA/DTT	1535	10404	6.78	0	59
TE_00004563#DNA/DTM	1260	17498	13.89	0	27
TE_00004564#MITE/DTA	174	16742	96.22	17	136
TE_00004565#DNA/DTC	3451	13980535	4051.15	0	15341
TE_00004566#DNA/DTM	927	11206	12.09	0	81
TE_00004567#MITE/DTM	271	4736	17.48	3	35
TE_00004568_INT#LTR/unknown	1761	3066211	1741.18	2	5540
TE_00004569_LTR#LTR/Copia	812	9731	11.98	2	25
TE_00004570_LTR#LTR/Gypsy	332	66856	201.37	20	478
TE_00004571_INT#LTR/Gypsy	597	97209	162.83	11	243
TE_00004572#DNA/Helitron	431	18940	43.94	1	394
TE_00004573_INT#LTR/Gypsy	136	13826	101.66	0	133
TE_00004574_INT#LTR/Gypsy	424	1108185	2613.64	0	6361
TE_00004575_INT#LTR/Copia	6526	12320004	1887.83	0	6592
TE_00004576#DNA/Helitron	17458	22378483	1281.85	0	38203
TE_00004577_INT#LTR/Gypsy	4740	126789	26.75	7	110
TE_00004578_INT#LTR/Gypsy	4117	670199	162.79	1	356
TE_00004579#MITE/DTT	163	18361	112.64	0	586
TE_00004580_INT#LTR/Copia	315	207537	658.85	0	1382
TE_00004581_INT#LTR/Copia	645	167481	259.66	0	720
TE_00004582#DNA/DTH	1116	12170	10.91	2	35
TE_00004583_INT#LTR/Gypsy	2632	7435685	2825.11	0	11683
TE_00004584_LTR#LTR/Copia	326	11361	34.85	11	52
TE_00004585_LTR#LTR/Gypsy	851	655150	769.86	16	1723
TE_00004586_INT#LTR/Gypsy	1007	1472631	1462.39	0	2485
TE_00004587#DNA/DTT	2274	113640	49.97	0	1283
TE_00004588#MITE/DTH	331	2827	8.54	1	19
TE_00004589_INT#LTR/Copia	4755	259275	54.53	1	264
TE_00004590_LTR#LTR/Gypsy	2738	14781707	5398.72	1	17414
TE_00004591_LTR#LTR/Gypsy	3971	3803441	957.80	46	4198
TE_00004592_LTR#LTR/Copia	368	191350	519.97	51	833
TE_00004593_LTR#LTR/unknown	4091	16938788	4140.50	14	21745
TE_00004594#MITE/DTA	557	12804	22.99	12	42
TE_00004595_INT#LTR/Copia	958	201611	210.45	0	663
TE_00004596_INT#LTR/Copia	6363	17891906	2811.87	17	14649
TE_00004597#DNA/DTM	4224	57219	13.55	1	206
TE_00004598_INT#LTR/Gypsy	1635	3067575	1876.19	0	7548
TE_00004599_LTR#LTR/Gypsy	514	806789	1569.63	9	5461
TE_00004600_LTR#LTR/Copia	260	144761	556.77	167	981
TE_00004601_LTR#LTR/Copia	193	4499	23.31	3	84
TE_00004602_INT#LTR/Gypsy	480	107180	223.29	0	609
TE_00004603_LTR#LTR/Gypsy	907	5743384	6332.29	1	13285
TE_00004604_LTR#LTR/Gypsy	886	1179942	1331.76	11	7718
TE_00004605#DNA/DTT	2534	179958	71.02	0	1843
TE_00004606#MITE/DTM	443	16071	36.28	2	156
TE_00004607#DNA/Helitron	3871	90413	23.36	7	63
TE_00004608_INT#LTR/Gypsy	9370	5756775	614.38	6	4600
TE_00004609#MITE/DTH	159	19728	124.08	0	298
TE_00004610_INT#LTR/Gypsy	3128	3224346	1030.80	1	2945
TE_00004611_LTR#LTR/Gypsy	1532	21160349	13812.24	42	17911
TE_00004612_INT#LTR/Gypsy	1845	909783	493.11	7	2397
TE_00004613#DNA/DTC	2881	169449	58.82	1	244
TE_00004614#DNA/DTH	1673	368949	220.53	4	446
TE_00004615_INT#LTR/Copia	1430	2173014	1519.59	0	4682
TE_00004616#MITE/DTA	175	5689	32.51	15	50
TE_00004617_INT#LTR/Gypsy	8274	5808942	702.07	4	2157
TE_00004618_LTR#LTR/Gypsy	351	6471	18.44	3	26
TE_00004619#DNA/DTC	1616	82933	51.32	7	136
TE_00004620#DNA/DTH	958	12564	13.11	0	57
TE_00004621#DNA/DTT	1999	209379	104.74	0	449
TE_00004622#DNA/DTM	1271	18147	14.28	0	117
TE_00004623_INT#LTR/Gypsy	7908	4770836	603.29	25	1976
TE_00004624_INT#LTR/unknown	152	165694	1090.09	42	2111
TE_00004625_INT#LTR/unknown	1150	31163	27.10	1	187
TE_00004626_INT#LTR/unknown	201	8083	40.21	0	50
TE_00004627_LTR#LTR/Gypsy	535	806460	1507.40	134	4237
TE_00004628_INT#LTR/unknown	663	130683	197.11	4	383
TE_00004629_INT#LTR/Gypsy	4691	5617024	1197.40	10	4722
TE_00004630#DNA/DTM	1154	16409	14.22	1	35
TE_00004631_INT#LTR/unknown	367	247152	673.44	0	1461
TE_00004632#DNA/DTT	845	361858	428.23	0	4260
TE_00004633_LTR#LTR/Gypsy	366	2168629	5925.22	1560	12121
TE_00004634#DNA/DTT	1323	816460	617.13	0	3166
TE_00004635_INT#LTR/Gypsy	559	71315	127.58	0	280
TE_00004636#DNA/DTM	1686	45334	26.89	0	193
TE_00004637#DNA/DTM	4360	63703	14.61	1	101
TE_00004638#DNA/Helitron	94	24812	263.96	1	469
TE_00004639_INT#LTR/Gypsy	799	356718	446.46	0	1085
TE_00004640#MITE/DTT	104	1786	17.17	5	36
TE_00004641#DNA/DTA	119	21085	177.18	0	257
TE_00004642_INT#LTR/Copia	4834	314609	65.08	2	235
TE_00004643#DNA/DTM	905	71302	78.79	5	171
TE_00004644_INT#LTR/unknown	1108	201396	181.77	0	935
TE_00004645_INT#LTR/Copia	4583	251960	54.98	2	186
TE_00004646_INT#LTR/Gypsy	6148	5704424	927.85	1	3372
TE_00004647_INT#LTR/Gypsy	7590	8101925	1067.45	11	4982
TE_00004648#DNA/Helitron	2560	19247	7.52	1	68
TE_00004649_LTR#LTR/unknown	4012	4429937	1104.17	11	8353
TE_00004650_INT#LTR/unknown	640	1208970	1889.02	44	8039
TE_00004651#MITE/DTA	516	28641	55.51	35	69
TE_00004652_INT#LTR/unknown	154	4008	26.03	0	42
TE_00004653#DNA/DTC	2980	3223644	1081.76	0	6233
TE_00004654_INT#LTR/Copia	3669	19632412	5350.89	0	26360
TE_00004655_INT#LTR/unknown	375	5736485	15297.29	4362	22650
TE_00004656#DNA/DTC	2011	269775	134.15	3	356
TE_00004657#DNA/DTT	2194	215015	98.00	0	864
TE_00004658#MITE/DTT	104	9662	92.90	5	192
TE_00004659#DNA/DTT	1624	152688	94.02	0	666
TE_00004660_INT#LTR/Gypsy	163	44246	271.45	0	435
TE_00004661#DNA/DTM	114	5387	47.25	6	64
TE_00004662#DNA/DTT	740	14550	19.66	2	187
TE_00004663_INT#LTR/unknown	3860	48502	12.57	1	26
TE_00004664_LTR#LTR/Gypsy	158	95854	606.67	8	1127
TE_00004665#DNA/DTT	2092	197027	94.18	0	697
TE_00004666#MITE/DTA	123	18300	148.78	36	253
TE_00004667_INT#LTR/unknown	1383	593754	429.32	1	1180
TE_00004668#DNA/DTC	120	4131	34.42	1	97
TE_00004669#DNA/DTH	2758	220688	80.02	0	658
TE_00004670_LTR#LTR/unknown	448	9444	21.08	0	55
TE_00004671_INT#LTR/Gypsy	148	4427	29.91	0	87
TE_00004672#DNA/DTH	716	46649	65.15	16	109
TE_00004673#DNA/DTH	1068	24469	22.91	0	231
TE_00004674_LTR#LTR/unknown	2381	5017425	2107.28	190	6891
TE_00004675_LTR#LTR/Gypsy	117	33807	288.95	3	1083
TE_00004676#DNA/DTT	2307	61189	26.52	0	455
TE_00004677#DNA/Helitron	4470	236317	52.87	0	459
TE_00004678_INT#LTR/unknown	2437	1095157	449.39	25	906
TE_00004679#DNA/Helitron	1174	53108	45.24	7	173
TE_00004680_INT#LTR/unknown	606	521205	860.07	0	2046
TE_00004681_INT#LTR/unknown	1648	4381758	2658.83	0	6484
TE_00004682#DNA/DTC	626	270969	432.86	0	2132
TE_00004683_INT#LTR/unknown	2582	18771526	7270.15	256	15263
TE_00004684_INT#LTR/unknown	1151	783840	681.01	0	2410
TE_00004685#DNA/DTH	1664	890034	534.88	75	820
TE_00004686_LTR#LTR/Gypsy	1186	1078594	909.44	59	3253
TE_00004687#MITE/DTM	189	5438	28.77	2	38
TE_00004688#MITE/DTT	269	1114	4.14	1	13
TE_00004689#DNA/DTA	1920	87525	45.59	0	323
TE_00004690#MITE/DTA	141	960	6.81	1	33
TE_00004691#DNA/DTT	2445	147113	60.17	0	1257
TE_00004692#MITE/DTH	160	2094	13.09	8	16
TE_00004693#DNA/DTC	1963	120399	61.33	1	272
TE_00004694#DNA/DTC	118	7334	62.15	1	122
TE_00004695_LTR#LTR/unknown	3100	7969502	2570.81	25	20031
TE_00004696#DNA/DTH	1073	13640	12.71	1	92
TE_00004697_LTR#LTR/unknown	4144	7157323	1727.15	2	10079
TE_00004698#DNA/DTT	1710	13955	8.16	0	32
TE_00004699_INT#LTR/unknown	164	161236	983.15	0	1663
TE_00004700_INT#LTR/Gypsy	127	423	3.33	0	7
TE_00004701_INT#LTR/Copia	6566	329470	50.18	0	140
TE_00004702_LTR#LTR/Gypsy	3588	2785565	776.36	69	2537
TE_00004703#DNA/Helitron	9474	82865	8.75	0	266
TE_00004704_INT#LTR/unknown	114	217337	1906.46	234	2669
TE_00004705#DNA/Helitron	6816	2669943	391.72	0	1607
TE_00004706#MITE/DTH	147	3940	26.80	23	32
TE_00004707#DNA/DTT	3855	16490621	4277.72	45	11057
TE_00004708_INT#LTR/unknown	5250	781854	148.92	0	1429
TE_00004709_LTR#LTR/Copia	947	2823044	2981.04	178	6825
TE_00004710#DNA/DTC	1454	141049	97.01	1	315
TE_00004711#MITE/DTT	259	2749	10.61	5	18
TE_00004712#DNA/DTC	2663	1466457	550.68	1	1918
TE_00004713#DNA/DTC	3165	2626486	829.85	1	2804
TE_00004714#DNA/DTA	829	34496	41.61	2	123
TE_00004715_INT#LTR/unknown	10880	5955281	547.36	0	4135
TE_00004716#MITE/DTT	302	94377	312.51	1	596
TE_00004717_INT#LTR/unknown	574	629095	1095.98	56	2269
TE_00004718#DNA/DTH	1137	18515	16.28	0	48
TE_00004719#DNA/DTT	2100	22058	10.50	1	126
TE_00004720_INT#LTR/Gypsy	474	1609695	3395.98	0	6866
TE_00004721_LTR#LTR/unknown	4141	10786426	2604.79	12	10842
TE_00004722_INT#LTR/Copia	6825	27583174	4041.49	1	12496
TE_00004723_LTR#LTR/Copia	136	17828	131.09	7	164
TE_00004724_INT#LTR/unknown	5683	430089	75.68	1	401
TE_00004725#DNA/DTH	1376	542055	393.94	30	907
TE_00004726_INT#LTR/Gypsy	7980	9532102	1194.50	0	6162
TE_00004727_INT#LTR/Gypsy	331	13096	39.56	2	93
TE_00004728_INT#LTR/Gypsy	567	2661205	4693.48	62	10470
TE_00004729_INT#LTR/unknown	420	236424	562.91	0	1236
TE_00004730#DNA/DTT	415	156948	378.19	3	953
TE_00004731#DNA/Helitron	81	562	6.94	0	14
TE_00004732#DNA/DTC	96	1238	12.90	0	34
TE_00004733#DNA/DTC	4400	821796	186.77	0	1825
TE_00004734#MITE/DTA	156	3405	21.83	7	31
TE_00004735_LTR#LTR/Gypsy	3731	3898854	1044.99	11	6234
TE_00004736#DNA/DTC	153	3084	20.16	0	53
TE_00004737_INT#LTR/unknown	102	94379	925.28	70	1546
TE_00004738_INT#LTR/unknown	4941	450010	91.08	1	566
TE_00004739_INT#LTR/unknown	229	473164	2066.22	0	3172
TE_00004740#DNA/DTH	845	13103	15.51	2	73
TE_00004741_INT#LTR/unknown	3395	1898818	559.30	4	1996
TE_00004742_LTR#LTR/Gypsy	330	2296	6.96	3	29
TE_00004743#DNA/DTM	1934	70433	36.42	2	137
TE_00004744#DNA/Helitron	6029	191929	31.83	0	1029
TE_00004745_INT#LTR/Gypsy	11982	6958278	580.73	5	3409
TE_00004746#MITE/DTT	133	1993	14.98	1	51
TE_00004747#DNA/DTC	1006	220882	219.56	3	581
TE_00004748_LTR#LTR/Copia	201	864	4.30	1	8
TE_00004749_INT#LTR/Gypsy	6378	29270492	4589.29	0	10987
TE_00004750#DNA/DTT	803	15403	19.18	0	198
TE_00004751#MITE/DTA	148	575	3.89	1	13
TE_00004752_INT#LTR/Gypsy	408	202682	496.77	0	1849
TE_00004753#DNA/DTA	1059	33459	31.59	2	120
TE_00004754#DNA/DTC	4626	155668	33.65	5	248
TE_00004755_INT#LTR/unknown	239	13568	56.77	0	151
TE_00004756_INT#LTR/Copia	297	4210332	14176.20	0	24385
TE_00004757#DNA/DTC	1465	230366	157.25	1	395
TE_00004758#DNA/DTC	1591	86843	54.58	3	436
TE_00004759_LTR#LTR/Gypsy	536	1852123	3455.45	15	13045
TE_00004760#DNA/DTT	1070	73566	68.75	0	667
TE_00004761#MITE/DTT	327	10362	31.69	2	68
TE_00004762#DNA/DTM	1046	9639	9.22	1	98
TE_00004763#MITE/DTT	110	8300	75.45	50	104
TE_00004764_INT#LTR/unknown	1778	9652702	5428.97	0	16476
TE_00004765_INT#LTR/unknown	7754	2589992	334.02	3	3274
TE_00004766#DNA/DTC	169	7317	43.30	0	85
TE_00004767#DNA/DTT	4055	14050263	3464.92	101	6088
TE_00004768_INT#LTR/Copia	152	33474	220.22	0	354
TE_00004769_INT#LTR/Copia	998	947023	948.92	0	3482
TE_00004770_LTR#LTR/Copia	312	120080	384.87	157	450
TE_00004771_LTR#LTR/unknown	858	6551846	7636.18	0	17264
TE_00004772#DNA/DTT	1305	645160	494.38	0	3105
TE_00004773#MITE/DTT	368	499281	1356.74	3	6048
TE_00004774_INT#LTR/Gypsy	91	12526	137.65	0	273
TE_00004775#DNA/DTM	1973	11473	5.82	0	22
TE_00004776#MITE/DTT	253	49020	193.75	1	439
TE_00004777_LTR#LTR/Gypsy	232	2654955	11443.77	129	15765
TE_00004778_LTR#LTR/Copia	928	151207	162.94	83	277
TE_00004779_INT#LTR/unknown	179	1377162	7693.64	0	10872
TE_00004780_INT#LTR/Gypsy	742	2831668	3816.26	0	13120
TE_00004781_LTR#LTR/Gypsy	331	47892	144.69	6	284
TE_00004782#DNA/DTT	602	21764	36.15	0	290
TE_00004783_INT#LTR/Gypsy	7426	30991116	4173.33	20	11983
TE_00004784_INT#LTR/Gypsy	11758	11864204	1009.03	1	7521
TE_00004785_INT#LTR/Gypsy	4474	134516	30.07	3	84
TE_00004786_INT#LTR/Gypsy	1885	1174818	623.25	0	4446
TE_00004787#DNA/DTT	4243	461366	108.74	0	627
TE_00004788#DNA/DTM	2307	812762	352.30	7	560
TE_00004789#DNA/DTT	2562	328192	128.10	0	1104
TE_00004790#MITE/DTM	388	47516	122.46	8	246
TE_00004791#DNA/DTM	722	22422	31.06	2	57
TE_00004792#MITE/DTA	501	4047	8.08	0	49
TE_00004793#MITE/DTT	256	6222	24.30	9	55
TE_00004794#DNA/DTH	1041	71020	68.22	1	210
TE_00004795#MITE/DTA	190	2076	10.93	3	25
TE_00004796#DNA/Helitron	998	46795	46.89	0	136
TE_00004797_INT#LTR/Gypsy	6404	3986009	622.42	3	2845
TE_00004798_INT#LTR/Copia	1410	1842931	1307.04	0	4593
TE_00004799_INT#LTR/Copia	6778	718716	106.04	1	314
TE_00004800#MITE/DTA	151	258	1.71	1	2
TE_00004801_INT#LTR/Copia	3637	407423	112.02	3	332
TE_00004802#DNA/DTT	1268	19285	15.21	0	152
